	CID	CanonicalSMILES	IUPACName	Fingerprint2D	Title
0	11966175	CCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] (E)-oct-2-enethioate	"AAADcfB7vgNAAAAAAAAAAAAAAAAAAWJAAAAsAAAAAAAAAFgB+AAAHgQQCCAADhzl1waH8L/MFxio
QSdzdIKAgC0xELAJWKFoVFiDWBpAyUAeRAgPlgL7AaPyMAIJAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	trans-Oct-2-enoyl-CoA
0	5280765	CCCC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	S-[2-[3-[[4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] (E)-hex-2-enethioate	"AAADcfB7vgNAAAAAAAAAAAAAAAAAAWJAAAAsAAAAAAAAAFgB+AAAHgQQCCAADhzl1waH8L/MFxio
QSdzdIKAgC0xELAJWKFoVFiDWBpAyUAeRAgPlgL7AaLyMAIJAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	(2E)-Hexenoyl-CoA
1	52921640	CCCC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O	[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-2-[[[[(3R)-4-[[3-[2-[(E)-hex-2-enoyl]sulfanylethylamino]-3-oxopropyl]amino]-3-hydroxy-2,2-dimethyl-4-oxobutoxy]-oxidophosphoryl]oxy-oxidophosphoryl]oxymethyl]-4-hydroxyoxolan-3-yl] phosphate	"AAADcfB7vgNAAAAAAAAAAAAAAAAAAWJAAAAsAAAAAAAAAFgB+AAAHgQQCCAADhzl1waH8L/MFxio
QSdzdIKAgC0xELAJWKFoVFiDWBpAyUAeRAgPlgL7AaLyMAIJAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	trans-hex-2-enoyl-CoA(4-)
0	643798	CC(=CC(=O)O)C(=O)O	(Z)-2-methylbut-2-enedioic acid	"AAADcYBgOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAADACAgAACCAAAAgCI
AiDSCAAAAAAAAAAACAEAAEAABAAAAQAAUAAAAAAAEYAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Citraconic acid
0	5280411	CCC=CCC1C(C=CC1=O)CCCCCCCC(=O)O	8-[(1S,5S)-4-oxo-5-[(Z)-pent-2-enyl]cyclopent-2-en-1-yl]octanoic acid	"AAADceB4MAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAGgAACAAADQSAgAACCAAAAgCI
AKDSCAAAAAAgAAAICAEAAEgAABIAAQAAQAAEgAAIAYOIyOCOgAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	12-Oxo-phytodienoic acid
0	638011	CC(=CCCC(=CC=O)C)C	(2E)-3,7-dimethylocta-2,6-dienal	"AAADceBwIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAAAAAADACggAICAAAAAACI
AihSgAAAAAAgAAAACAAAAEgAAAIAAQAAAAAAgAAIAQIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Citral
0	62374	CC1=CC(=O)CC(C1=O)(C)C	2,6,6-trimethylcyclohex-2-ene-1,4-dione	"AAADccBwMAAAAAAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAAAAAAAAAGgAAAAAADgSAgAACAAAAAACI
AqBSAAAAAAAgAAAACAEAAEgAABIAAQAAAAAAgAAIAYMJiAAPAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	2,6,6-Trimethyl-2-cyclohexene-1,4-dione
0	14266	CC1=CCCC1=O	2-methylcyclopent-2-en-1-one	"AAADccBgIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAGgAAAAAADASAgAACAAAAAACI
AqBSAAAAAAAgAAAACAEAAEgAABIAAQAAAAAAgAAIAYMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	2-Methyl-2-cyclopenten-1-one
0	45266620	CCC=CCC1C(C=CC1=O)CCCCCCCC(=O)[O-]	8-[(1S,5S)-4-oxo-5-[(Z)-pent-2-enyl]cyclopent-2-en-1-yl]octanoate	"AAADceB4MAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAGgAAAAAADQSAgAACCAAAAACI
AKDSCAAAAAAgAAAICAEAAEgAABIAAQAAAAAEgAAIAYOIyOCOgAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	(15Z)-12-Oxophyto-10,15-dienoate
0	17691	CC1=CC(=O)CC1	3-methylcyclopent-2-en-1-one	"AAADccBgIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAGgAAAAAADASAgAACAAAAAACI
AqBSAAAAAAAgAAAACAEAAEgAABIAAQAAAAAAgAAIAQMIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	3-Methyl-2-cyclopenten-1-one
0	5281168	CCCC=CC=O	(E)-hex-2-enal	"AAADccBgIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAAAAAACACggAICAAAAAACI
AChSgAAAAAAgAAAICAAAAEgAAAAAAQAAAAAAgAAIAYIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	2-Hexenal
0	5280411	CCC=CCC1C(C=CC1=O)CCCCCCCC(=O)O	8-[(1S,5S)-4-oxo-5-[(Z)-pent-2-enyl]cyclopent-2-en-1-yl]octanoic acid	"AAADceB4MAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAGgAACAAADQSAgAACCAAAAgCI
AKDSCAAAAAAgAAAICAEAAEgAABIAAQAAQAAEgAAIAYOIyOCOgAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	12-Oxo-phytodienoic acid
0	5280411	CCC=CCC1C(C=CC1=O)CCCCCCCC(=O)O	8-[(1S,5S)-4-oxo-5-[(Z)-pent-2-enyl]cyclopent-2-en-1-yl]octanoic acid	"AAADceB4MAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAGgAACAAADQSAgAACCAAAAgCI
AKDSCAAAAAAgAAAICAEAAEgAABIAAQAAQAAEgAAIAYOIyOCOgAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	12-Oxo-phytodienoic acid
0	5372367	COC1=CC(=CC2=C1OC(C2CO)C3=CC(=C(C=C3)O)OC)C=CCO	4-[3-(hydroxymethyl)-5-[(E)-3-hydroxyprop-1-enyl]-7-methoxy-2,3-dihydro-1-benzofuran-2-yl]-2-methoxyphenol	"AAADceB4OAAAAAAAAAAAAAAAAAAAASAAAAAwYAAAAAAAAEgBQAAAGgAACAAADRSgmAIyBoAABgCA
AiBCAAACCAAgIAAIiAAGiIgNNiKGMRqCeCOlwBELuAfA4PwOoAADAAAIQABAAAYAABCAAAAAAAAA
AA=="	Dehydrodiconiferyl alcohol
0	89102700	COC1=CC(=CC(=C1O)C(CC2=CC(=C(C=C2)O)OC)CO)C=CCO	2-[1-hydroxy-3-(4-hydroxy-3-methoxyphenyl)propan-2-yl]-4-[(E)-3-hydroxyprop-1-enyl]-6-methoxyphenol	"AAADceB4OAAAAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAAABQAAAGgAACAAADQSgmAIyBoAABgCA
AiBCAAACCAAgIAAIiAAGiIgNNiKGMRqAcCMkwBELuAfA4PwOoAADAAAIQABAAAYAABCAAAAAAAAA
AA=="	Isodihydrodehydrodiconiferyl alcohol
0	5280551	COC1=CC(=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O	7-hydroxy-3-(2-hydroxy-4-methoxyphenyl)chromen-4-one	"AAADccB4OAAAAAAAAAAAAAAAAAAAAAAAAAAwYIAAAAAAAACBQAAAGgAACAAADASgmAIyBoAABgCI
AqBSAAACCAAkIAAIiAEGCMgMJzaGNRqAcWAl4BUIuYeK7PzOIAAACAAIAABAAAAQABAAAAAAAAAA
AA=="	2'-Hydroxyformononetin
0	5280710	CCCCCC(=O)C=CC1C(CC(=O)C1CCCCCCC(=O)O)O	7-[(1R,2R,3R)-3-hydroxy-5-oxo-2-[(E)-3-oxooct-1-enyl]cyclopentyl]heptanoic acid	"AAADcfB4OAAAAAAAAAAAAAAAAAAAAYAAAAAAAAAAAAAAAAAAAAAAGgAACAAADRSggAICCAAAAgCI
AKDSCAAAAAAgAAAICAEAAEgAEBYAAQAAQAAE4AAIAYOKyOCOgAAAAAAAAAAAAAAAAAAAAIAADAAA
AA=="	15-Oxoprostaglandin E1
0	5283345	CCCCCCCC=CC=O	(E)-dec-2-enal	"AAADceBwIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAAAAAACACggAICAAAAAACI
AChSgAAAAAAgAAAICAAAAEgAAAIAAQAAAAAAgAAIAYMAgIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	2-Decenal
0	5317045	CCCCCC=CC(=O)C	(E)-non-3-en-2-one	"AAADceBwIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAAAAAACASAgAACAAAAAACI
AKBSAAAAAAAgAAAICAAAAEgAAAIAAQAAAAAAgAAIAYMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	3-Nonen-2-one
0	5280887	CCCCCC(=O)C=CC1C(CC(C1CC=CCCCC(=O)O)O)O	(Z)-7-[(1R,2R,3R,5S)-3,5-dihydroxy-2-[(E)-3-oxooct-1-enyl]cyclopentyl]hept-5-enoic acid	"AAADcfB4OAAAAAAAAAAAAAAAAAAAAYAAAAAAAAAAAAAAAAAAAAAAGgAACAAADRSggAICCAAAAgCI
AKDSCAAAAAAgAAAICAEAAEgAEBIAAQAAQAAFwAAIAYPIyKAOgAAAAAAAAAAAAAAAAAAAAIQADAAA
AA=="	15-Keto-PGF2alpha
0	5280710	CCCCCC(=O)C=CC1C(CC(=O)C1CCCCCCC(=O)O)O	7-[(1R,2R,3R)-3-hydroxy-5-oxo-2-[(E)-3-oxooct-1-enyl]cyclopentyl]heptanoic acid	"AAADcfB4OAAAAAAAAAAAAAAAAAAAAYAAAAAAAAAAAAAAAAAAAAAAGgAACAAADRSggAICCAAAAgCI
AKDSCAAAAAAgAAAICAEAAEgAEBYAAQAAQAAE4AAIAYOKyOCOgAAAAAAAAAAAAAAAAAAAAIAADAAA
AA=="	15-Oxoprostaglandin E1
0	5280719	CCCCCC(=O)C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O	(Z)-7-[(1R,2R,3R)-3-hydroxy-5-oxo-2-[(E)-3-oxooct-1-enyl]cyclopentyl]hept-5-enoic acid	"AAADceB4OAAAAAAAAAAAAAAAAAAAAYAAAAAAAAAAAAAAAAAAAAAAGgAACAAADRSggAICCAAAAgCI
AKDSCAAAAAAgAAAICAEAAEgAEBYAAQAAQAAE4AAIAYOKyICOgAAAAAAAAAAAAAAAAAAAAIAADAAA
AA=="	15-keto-prostaglandin E2
0	5283118	CCCCCC(=O)C=CC1C(CC(C1CCCCCCC(=O)O)O)O	7-[(1R,2R,3R,5S)-3,5-dihydroxy-2-[(E)-3-oxooct-1-enyl]cyclopentyl]heptanoic acid	"AAADcfB4OAAAAAAAAAAAAAAAAAAAAYAAAAAAAAAAAAAAAAAAAAAAGgAACAAADRSggAICCAAAAgCI
AKDSCAAAAAAgAAAICAEAAEgAEBIAAQAAQAAFwAAIAYPIyOCOgAAAAAAAAAAAAAAAAAAAAIQADAAA
AA=="	15-keto-PGF1alpha
0	5459789	C1=CC=C(C=C1)C2=CC=CC(C2O)O	(1S,2R)-3-phenylcyclohexa-3,5-diene-1,2-diol	"AAADccBwMAAAAAAAAAAAAAAAAAAAAAAAAAAwQAAAAAAAAAABAAAAGgAACAAADBSgmAIwAIAAAgCA
AiBCAAACAAAgAAAIiAAAAIgJNCKAERCAcAAkwAEJmAeAwKAOAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	(1S,2R)-3-phenylcyclohexa-3,5-diene-1,2-diol
0	5459789	C1=CC=C(C=C1)C2=CC=CC(C2O)O	(1S,2R)-3-phenylcyclohexa-3,5-diene-1,2-diol	"AAADccBwMAAAAAAAAAAAAAAAAAAAAAAAAAAwQAAAAAAAAAABAAAAGgAACAAADBSgmAIwAIAAAgCA
AiBCAAACAAAgAAAIiAAAAIgJNCKAERCAcAAkwAEJmAeAwKAOAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	(1S,2R)-3-phenylcyclohexa-3,5-diene-1,2-diol
0	68073	CC(=O)C1=C(C=C(C=C1O)O)O	1-(2,4,6-trihydroxyphenyl)ethanone	"AAADccBwOAAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAGgAACAAADASAmAAyBoAAAgCI
AqBSAAACAAAkIAAAiAEGCMgIJzaCFRKAcUAl4BUImQeI7KTOIAAACAAIAABAAAAQABAAAAAAAAAA
AA=="	2',4',6'-Trihydroxyacetophenone
0	68099	C1=C(C=C(C(=C1O)C=O)O)O	2,4,6-trihydroxybenzaldehyde	"AAADcYBgOAAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAGgAACAAADASgmAIwBoAAAgCI
AihSgAACAAAkIAAAiAEGCMgIJzaCFRKAcUAl4BUImQeI7CTOIAAACAAIAABAAAAQABAAAAAAAAAA
AA=="	2,4,6-Trihydroxybenzaldehyde
0	76600	COC(=O)C1=C(C=C(C=C1O)O)O	methyl 2,4,6-trihydroxybenzoate	"AAADccBwOAAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAGgAACAAADASAmAIyDoAABgCI
AiDSCAACAAAkIAAAiAEGCMgIJzaCNRqAcUAl4BUIuQeI7CzOIAAACAAIAABAAAAQABAAAAAAAAAA
AA=="	Methyl 2,4,6-trihydroxybenzoate
0	14035714	CC(C)CCCC(C)C1CC=C2C1(CCC3=C2CCC4C3(CCC(C4)O)C)C	(3S,5S,10S,13R,17R)-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2,3,4,5,6,7,11,12,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol	"AAADcfB4IAAAAAAAAAAAAAAAAAAAAQAAAAAwQIAAAAAAAEDAAAAAGgAACAAADxSggAICAAAAAgCA
AiBCAAAAAAAgAAAACAAAAAgIEAIAAAAAQAAEgAAIgAOAwPAPgAAAAAAAAABAAAIAACAAAAAAAAAA
AA=="	5alpha-Cholesta-8,14-dien-3beta-ol
0	443212	CC(CCC=C(C)C)C1CC=C2C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C	(3S,5R,10S,13R,17R)-4,4,10,13-tetramethyl-17-[(2R)-6-methylhept-5-en-2-yl]-1,2,3,5,6,7,11,12,16,17-decahydrocyclopenta[a]phenanthren-3-ol	"AAADcfB4IAAAAAAAAAAAAAAAAAAAAQAAAAAwQIAAAAAAAEDAAAAAGgAACAAADxSggAICAAAAAgCA
AiBCAAAAAAAgAAAACAAAAAgIEAIAAQAAQAAEgAAIgAOAwPAPgAAAAAAAAABAAAYAADAAAAAAAAAA
AA=="	4,4-Dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol
0	167817	CC(C)CCCC(C)C1CC=C2C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C	(3S,5R,10S,13R,17R)-4,4,10,13-tetramethyl-17-[(2R)-6-methylheptan-2-yl]-1,2,3,5,6,7,11,12,16,17-decahydrocyclopenta[a]phenanthren-3-ol	"AAADcfB4IAAAAAAAAAAAAAAAAAAAAQAAAAAwQIAAAAAAAEDAAAAAGgAACAAADxSggAICAAAAAgCA
AiBCAAAAAAAgAAAACAAAAAgIEAIAAAAAQAAEgAAIgAOAwPAPgAAAAAAAAABAAAYAADAAAAAAAAAA
AA=="	4,4-Dimethyl-5alpha-cholesta-8,14-dien-3beta-ol
0	11090531	CC(C)C(=C)C=CC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C	(3S,9S,10R,13R,14R,17R)-10,13-dimethyl-17-[(E,2R)-6-methyl-5-methylidenehept-3-en-2-yl]-2,3,4,9,11,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol	"AAADcfB4IAAAAAAAAAAAAAAAAAAAAYAAAAAwYIAAAAAAAGCAAAAAGgAACAAADxSggAICAAAAAgCA
AiBCAAAAAAAgAAAICAAAAAgIEAIAAQAAQAAEwAAIgAOAwPAPgAAAAAAAAADAAAQAACAAAQAACAAA
AA=="	Ergosta-5,7,22,24(28)-tetraen-3beta-ol
0	5459827	CC(CCC=C(C)C)C1CCC2C1(CCC3C2=CCC4C3(CCC(C4)O)C)C	(3S,5S,9R,10S,13R,14R,17R)-10,13-dimethyl-17-[(2R)-6-methylhept-5-en-2-yl]-2,3,4,5,6,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol	"AAADcfB4IAAAAAAAAAAAAAAAAAAAAYAAAAAwYIAAAAAAAGCAAAAAGgAACAAADxSggAICAAAAAgCA
AiBCAAAAAAAgAAAACAAAAAgAEAIAAQAAQAAEgAAIAAOAwPAPgAAAAAAAAADAAAYAACAAAQAACAAA
AA=="	5alpha-Cholesta-7,24-dien-3beta-ol
0	165609	CC(CCC=C(C)C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C	(3S,5R,10S,13R,14R,17R)-4,4,10,13-tetramethyl-17-[(2R)-6-methylhept-5-en-2-yl]-1,2,3,5,6,7,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-ol	"AAADcfB4IAAAAAAAAAAAAAAAAAAAAYAAAAAwQIAAAAAAAEDAAAAAGgAACAAADxSggAICAAAAAgCA
AiBCAAAAAAAgAAAACAAAAAgAEAIAAQAAQAAEgAAIAAOAwPAPgAAAAAAAAABAAAYAADAAAQAACAAA
AA=="	14-Demethyllanosterol
0	313036	CC(CCC=C(C)C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C	10,13-dimethyl-17-(6-methylhept-5-en-2-yl)-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol	"AAADcfB4IAAAAAAAAAAAAAAAAAAAAYAAAAAwYIAAAAAAAGCAAAAAGgAACAAADxSggAICAAAAAgCA
AiBCAAAAAAAgAAAACAAAAAgAEAIAAQAAQAAEwAAIAAOAwPAPgAAAAAAAAADAAAQAACAAAQAACAAA
AA=="	Cholesta-5,24-dien-3beta-ol
