	CID	CanonicalSMILES	IUPACName	Fingerprint2D	Title
1	2733782	CC1=CC(=O)OC2=C1C=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O	4-methyl-7-[(2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one	"AAADceB4PAAAAAAAAAAAAAAAAAAAAAAAAAA0QIAAAAAAAACBAAAAGgAACAAADBSwmAMyDoAABgCI
AiDSCAACCAAgIAAIiAAGCMgdNyKEMRqieiClwBUPqQfA4KwOIAAACAAIAABAAAAQABAAAAAAAAAA
AA=="	4-METHYLUMBELLIFERYL-alpha-D-MANNOPYRANOSIDE
0	656516	C1=CC=C(C=C1)C(C#N)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O	(2R)-2-phenyl-2-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxyacetonitrile	"AAADceB6PAAAAAAAAAAAAAAAAAAAAAAAAAA0SIAAAAAAAAABAAAAHgAACAAADBSxmAMwCIAABgCQ
BiBCAAACAAAgAAAIiAAACIgZtiKAMRiicAAlwAEPqA/A4KwOAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Amygdalin
0	119033	C1=CC=C(C=C1)C(C#N)OC2C(C(C(C(O2)CO)O)O)O	(2R)-2-phenyl-2-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyacetonitrile	"AAADceByOAAAAAAAAAAAAAAAAAAAAAAAAAA0QAAAAAAAAAABAAAAHgAACAAADBSxmAMwCIAABgCQ
BiBCAAACAAAgAAAIiAAACIgZtiKAMRiicAAlwAEPqA/A4KwOAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Prunasin
0	131129	C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCCC3=CC=CC=C3)O)O)O)O)O)O	(2R,3R,4S,5S,6R)-2-(2-phenylethoxy)-6-[[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxane-3,4,5-triol	"AAADceB4PAAAAAAAAAAAAAAAAAAAAAAAAAA0SIAAAAAAAAABAAAAGgAACAAADBSwmAMwCIAABgCA
AiBCAAACAAAgAAAIiAAAAIgZMCKAERCiYAAlwAEPiAfA4KwOAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	2-Phenylethyl beta-primeveroside
0	442789	C=CCC1=CC=C(C=C1)OC2C(C(C(C(O2)COC3C(C(CO3)(CO)O)O)O)O)O	(2R,3S,4S,5R,6S)-2-[[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-(4-prop-2-enylphenoxy)oxane-3,4,5-triol	"AAADceB4PAAAAAAAAAAAAAAAAAAAASAAAAA0QAAAAAAAAAABAAAAGgAACAAADFSwmAMwDoAABgCA
AiBCAAACCAAgIAAIiAAGCIgdNiKEMRqieCClwBEPqAfA4IwOIAAAAAAAAABAAAAAAAAAAAAAAAAA
AA=="	Furcatin
0	100936339	C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC=C(C=C3)[N+](=O)[O-])O)O)O)O)O)O	(2S,3R,4S,5S,6R)-2-(4-nitrophenoxy)-6-[[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxane-3,4,5-triol	"AAADceB6PAAAAAAAAAAAAAAAAAAAAAAAAAA0SIAAAAAAAAABAAAAHgAECAAACByxkAMwzoAQRgCB
ACRCQwCCCAAgIgAoiAAGbIodNiKEsZuieCDlwBEP6AfwYAwAAEAAAAAAAAAAgAAAAAAAAAAAAAAA
AA=="	p-Nitrophenyl beta-primeveroside
0	656493	C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC(C#N)C3=CC=CC=C3)O)O)O)O)O)O	(2R)-2-phenyl-2-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2S,3R,4S,5S)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxan-2-yl]oxyacetonitrile	"AAADceB6PAAAAAAAAAAAAAAAAAAAAAAAAAA0SIAAAAAAAAABAAAAHgAACAAADBSxmAMwCIAABgCQ
BiBCAAACAAAgAAAIiAAACIgZtiKAMRiicAAlwAEPqA/A4KwOAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Vicianin
0	101715904	C(C1C(C(C(O1)(CO)O)O)O)OC2C(C(C(C(O2)COP(=O)(O)O)O)O)O	[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[[(2R,3S,4S,5R)-3,4,5-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]methoxy]oxan-2-yl]methyl dihydrogen phosphate	"AAADceBwPAIAAAAAAAAAAAAAAAAAASAAAAAkAAAAAAAAAAAAAAAAGgAACCAACBSwgAMACAAABxAA
QAAAAIAAAAAAAAAAAAAAAAAREAIAAAAiQAAFAAAHAAHAYAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	6-O-(6-O-Phosphono-alpha-D-glucopyranosyl)-beta-D-fructofuranose
0	92132183	CCCCCCCCCCCCCCCCCC(=O)NC(COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)OC4C(C(C(C(O4)CO)O)O)O)NC(=O)C)OC5(CC(C(C(O5)C(C(CO)O)O)NC(=O)C)O)C(=O)O)O)O)O)C(C=CCCCCCCCCCCCCC)O.N	(2S,4S,5R,6R)-5-acetamido-2-[(2S,3R,4R,5S,6R)-5-[(2S,3R,4R,5R,6R)-3-acetamido-5-hydroxy-6-(hydroxymethyl)-4-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-2-[(2R,3S,4R,5R,6R)-4,5-dihydroxy-2-(hydroxymethyl)-6-[(E,2R,3S)-3-hydroxy-2-(octadecanoylamino)octadec-4-enoxy]oxan-3-yl]oxy-3-hydroxy-6-(hydroxymethyl)oxan-4-yl]oxy-4-hydroxy-6-[(1R,2R)-1,2,3-trihydroxypropyl]oxane-2-carboxylic acid;azane	"AAADcfB/vgAAAAAAAAAAAAAAAAAAAAAAAAAkSJEiQAAAAAAAAAAAHgAQCAAACDzxgAcCCALABgCI
ACHSGAIAAAAgAAAICIFIAAgTFBIAgQQnUAAHlgCfEAP6+a+QAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	GM1-Ganglioside
0	5280486	CC=C1C2CC3C4=NC5=CC=CC=C5C46CC(C2C6OC(=O)C)N3C1OC7C(C(C(C(O7)CO)O)O)O	[(1R,10S,12R,13E,14R,16S,18R)-13-ethylidene-14-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-8,15-diazahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6,8-tetraen-18-yl] acetate	"AAADcfB7PAAAAAAAAAAAAAAAAAAAAYIAAAA8WLFiRgAAAECBAAAAHgAACAAADzzxmAcyyIMABgCo
AyTyTACCAAAgAgAIiAA4ZIgZNCKAsZGucABnwAGP6Afw8P8PgAAAAAACAAAAAAAAAAQAASEABQAA
AA=="	Raucaffricine
1	124389564	CC=C1C2CC3C4=NC5=CC=CC=C5C46CC(C2C6OC(=O)C)N3C1OC7C(C(C(C(O7)CO)O)O)O	[(1R,10S,12R,13E,14R,16S,17S,18R)-13-ethylidene-14-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-8,15-diazahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6,8-tetraen-18-yl] acetate	"AAADcfB7PAAAAAAAAAAAAAAAAAAAAYIAAAA8WLFiRgAAAECBAAAAHgAACAAADzzxmAcyyIMABgCo
AyTyTACCAAAgAgAIiAA4ZIgZNCKAsZGucABnwAGP6Afw8P8PgAAAAAACAAAAAAAAAAQAASEABQAA
AA=="	[(1R,10S,12R,13E,14R,16S,17S,18R)-13-ethylidene-14-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-8,15-diazahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6,8-tetraen-18-yl] acetate
2	129316681	CC=C1C2CC3C4=NC5=CC=CC=C5C46CC(C2C6OC(=O)C)N3C1OC7C(C(C(C(O7)CO)O)O)O	[(1R)-13-ethylidene-14-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-8,15-diazahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6,8-tetraen-18-yl] acetate	"AAADcfB7PAAAAAAAAAAAAAAAAAAAAYIAAAA8WLFiRgAAAECBAAAAHgAACAAADzzxmAcyyIMABgCo
AyTyTACCAAAgAgAIiAA4ZIgZNCKAsZGucABnwAGP6Afw8P8PgAAAAAACAAAAAAAAAAQAASEABQAA
AA=="	Raucaffricin; Vomilenine beta-D-glucopyranoside; Vomilenine beta-D-glucoside
3	639298	CC=C1C2CC3C4=NC5=CC=CC=C5C46CC(C2C6OC(=O)C)N3C1OC7C(C(C(C(O7)CO)O)O)O	[13-ethylidene-14-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-8,15-diazahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6,8-tetraen-18-yl] acetate	"AAADcfB7PAAAAAAAAAAAAAAAAAAAAYIAAAA8WLFiRgAAAECBAAAAHgAACAAADzzxmAcyyIMABgCo
AyTyTACCAAAgAgAIiAA4ZIgZNCKAsZGucABnwAGP6Afw8P8PgAAAAAACAAAAAAAAAAQAASEABQAA
AA=="	[13-Ethylidene-14-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-8,15-diazahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6,8-tetraen-18-yl] acetate
4	72941541	CC=C1C2CC3C4=NC5=CC=CC=C5C46CC(C2C6OC(=O)C)N3C1OC7C(C(C(C(O7)CO)O)O)O	[(10S,13E,14R,16S,18R)-13-ethylidene-14-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-8,15-diazahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6,8-tetraen-18-yl] acetate	"AAADcfB7PAAAAAAAAAAAAAAAAAAAAYIAAAA8WLFiRgAAAECBAAAAHgAACAAADzzxmAcyyIMABgCo
AyTyTACCAAAgAgAIiAA4ZIgZNCKAsZGucABnwAGP6Afw8P8PgAAAAAACAAAAAAAAAAQAASEABQAA
AA=="	(17R,19E,21alpha)-17-Acetoxy-1,2,19,20-tetradehydro-1-demethylajmalan-21-yl beta-D-glucopyranoside
5	91820475	CC=C1C2CC3C4=NC5=CC=CC=C5C46CC(C2C6OC(=O)C)N3C1OC7C(C(C(C(O7)CO)O)O)O	[(10S,12S,13E,14R,16S,18R)-13-ethylidene-14-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-8,15-diazahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6,8-tetraen-18-yl] acetate	"AAADcfB7PAAAAAAAAAAAAAAAAAAAAYIAAAA8WLFiRgAAAECBAAAAHgAACAAADzzxmAcyyIMABgCo
AyTyTACCAAAgAgAIiAA4ZIgZNCKAsZGucABnwAGP6Afw8P8PgAAAAAACAAAAAAAAAAQAASEABQAA
AA=="	[(10S,12S,13E,14R,16S,18R)-13-ethylidene-14-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-8,15-diazahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6,8-tetraen-18-yl] acetate
6	133568352	CC=C1C2CC3C4=NC5=CC=CC=C5C46CC(C2C6OC(=O)C)N3C1OC7C(C(C(C(O7)CO)O)O)O	[(1R,10S,12S,13E,14R,16S)-13-ethylidene-14-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-8,15-diazahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6,8-tetraen-18-yl] acetate	"AAADcfB7PAAAAAAAAAAAAAAAAAAAAYIAAAA8WLFiRgAAAECBAAAAHgAACAAADzzxmAcyyIMABgCo
AyTyTACCAAAgAgAIiAA4ZIgZNCKAsZGucABnwAGP6Afw8P8PgAAAAAACAAAAAAAAAAQAASEABQAA
AA=="	[(1R,10S,12S,13E,14R,16S)-13-ethylidene-14-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-8,15-diazahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6,8-tetraen-18-yl] acetate
0	5316860	COC1=CC(=CC(=C1OC2C(C(C(C(O2)CO)O)O)O)OC)C=CCO	(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-[4-[(E)-3-hydroxyprop-1-enyl]-2,6-dimethoxyphenoxy]oxane-3,4,5-triol	"AAADceB4PAAAAAAAAAAAAAAAAAAAAAAAAAA0QAAAAAAAAAABAAAAGgAACAAADBSwmAMyDoAABgCA
AiBCAAACCAAgIAAIiAAGiIgdNyKEMRqieCKlwBUPuAfA4BwOIAABCAAAQABAAAIQAACAAAAAAAAA
AA=="	Syringin
0	5280372	COC1=C(C=CC(=C1)C=CCO)OC2C(C(C(C(O2)CO)O)O)O	(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-[4-[(E)-3-hydroxyprop-1-enyl]-2-methoxyphenoxy]oxane-3,4,5-triol	"AAADceB4PAAAAAAAAAAAAAAAAAAAAAAAAAA0QAAAAAAAAAABAAAAGgAACAAADBSwmAMyDoAABgCA
AiBCAAACCAAgIAAIiAAGiIgdNiKEMRqieCKlwBEPuAfA4BwOIAABAAAAQABAAAIAAACAAAAAAAAA
AA=="	Coniferin
0	72734309	COC1C(C(C(OC1C(=O)O)OC2C(C(COC2OC3COC(C(C3O)O)OC4COC(C(C4O)O)O)O)O)O)O	(2S,3S,4R,5R,6S)-6-[(2S,3R,4S,5R)-2-[(3R,4R,5R,6S)-4,5-dihydroxy-6-[(3R,4R,5R)-4,5,6-trihydroxyoxan-3-yl]oxyoxan-3-yl]oxy-4,5-dihydroxyoxan-3-yl]oxy-4,5-dihydroxy-3-methoxyoxane-2-carboxylic acid	"AAADcfB4PgAAAAAAAAAAAAAAAAAAAAAAAAAkSJEgAAAAAAAAAAAAGgAACAAACBSwgAMCCAAABgAI
AACQCAIAAAAAAAAAAAFAAAAREBYAAAQiQAAFIAAHAAHKbAxAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Aldotetraouronic acid
0	14055040	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)N)OC3C(OC(C(C3O)N)OC4C(OC(C(C4O)N)OC5C(OC(C(C5O)N)O)CO)CO)CO)CO)N)O)O)O	(2R,3S,4R,5R,6S)-5-amino-6-[(2R,3S,4R,5R,6S)-5-amino-6-[(2R,3S,4R,5R,6S)-5-amino-6-[(2R,3S,4R,5R,6S)-5-amino-6-[(2R,3S,4R,5R)-5-amino-4,6-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-2-(hydroxymethyl)oxane-3,4-diol	"AAADcfB7vgAAAAAAAAAAAAAAAAAAAAAAAAAkSJEiQAAAAAAAAAAAHgAQCAAACDzxgAcACABABgAA
AAAAAAAAAAAAAAAAAIAAAAATEAIAgAAjQAAHEAAHAAHwcA0AAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Chitopentaose
0	101342748	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)N)OC3C(OC(C(C3O)N)OC4C(OC(C(C4O)N)OC5C(OC(C(C5O)N)OC6C(OC(C(C6O)N)OC7C(OC(C(C7O)N)O)CO)CO)CO)CO)CO)CO)N)O)O)O	(2S,3R,4R,5R,6R)-5-amino-6-[(2S,3R,4R,5R,6R)-5-amino-6-[(2S,3R,4R,5R,6R)-5-amino-6-[(2R,3S,4S,5S,6S)-5-amino-6-[(2R,3S,4S,5S,6S)-5-amino-6-[(2R,3R,4S,5S,6R)-5-amino-6-[(2R,3R,4S,5S)-5-amino-4,6-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-2-(hydroxymethyl)oxane-3,4-diol	"AAADcfB/vgAAAAAAAAAAAAAAAAAAAAAAAAAkSJEiQAAAAAAAAAAAHgAQCAAACDzxgAcACABABgAA
AAAAAAAAAAAAAAAAAIAAAAATEAIAgAAjQAAHEAAHAAHwcA0AAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Chitoheptaose
0	155819511	C1C(C(C(C(C1OC2C(CC(C(C2O)N)OC3C(OC(C(C3O)N)O)COCCO)COCCO)N)O)O)COCCO.N	(2R,3R,4R,5S,6R)-3-amino-5-[(1R,2R,3R,4R,5R)-2-amino-4-[(1R,2R,3R,4R,5R)-2-amino-3,4-dihydroxy-5-(2-hydroxyethoxymethyl)cyclohexyl]oxy-3-hydroxy-5-(2-hydroxyethoxymethyl)cyclohexyl]oxy-6-(2-hydroxyethoxymethyl)oxane-2,4-diol;azane	"AAADcfB7vAAAAAAAAAAAAAAAAAAAAAAAAAA0YIAAAAAAAAAAAAAAHgAQCAAADTzxgAcACABABgAA
AAAAAAAAAAAAAAAAAIAAAAATEAIAgAADQAAHEAAHAAHw8D0OAAAAAAAAAAASAAIUABCgAAAAAAAA
AA=="	Glycol chitosan
0	22950330	COCC1C(C(C(C(O1)OC2C(OC(C(C2OC)OC)OC3C(OC(C(C3OC)OC)OC)COC)COC)OC)OC)OC	4,5-dimethoxy-2-(methoxymethyl)-3-[3,4,5-trimethoxy-6-(methoxymethyl)oxan-2-yl]oxy-6-[4,5,6-trimethoxy-2-(methoxymethyl)oxan-3-yl]oxyoxane	"AAADcfB4PgAAAAAAAAAAAAAAAAAAAAAAAAAkSJAAAAAAAAAAAAAAGgAAAAAACBSwgAMCCAAABAAA
AAAAAAAAAAAAAAAAAAAAAAARAAIAAAAiAAAFAAAGAAHAYAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Methylcellulose
0	101286238	C(C(C(C(C(C=O)O)O)O)O)OC1C(C(C(C(O1)C(=O)O)O)O)O	(2S,3S,4S,5R,6R)-3,4,5-trihydroxy-6-[(2R,3S,4S,5R)-2,3,4,5-tetrahydroxy-6-oxohexoxy]oxane-2-carboxylic acid	"AAADceBwPAAAAAAAAAAAAAAAAAAAAAAAAAAkAAAAAAAAAAAAAAAAGgAACAAACBSwgAMACAAABgAI
AAiQiAIAAAAAAAAAAAFAAAAREBYAAAQiQAAFIAAHAAHKbAxAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	6-O-beta-d-glucopyranuronosyl-d-galactose
