	CID	CanonicalSMILES	IUPACName	Fingerprint2D	Title
0	6262	C(CC(C(=O)O)N)CN	(2S)-2,5-diaminopentanoic acid	"AAADccBjMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHgAQCAAACCjBgAQACABAAgAI
AACQCAAAAAAAAAAAAIGAAAACABIAgAAAQAAEEAAAAACYEQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	L-ornithine
0	439467	C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)N	[(2R,3S,5R,6S)-4-amino-2,3,5,6-tetrahydroxycyclohexyl] dihydrogen phosphate	"AAADccBiPAIAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAAAAAAAHgAQCCAACDzhgAYAAABAAxAA
QAAAAIAAAAAAAAAAAIAAAAADEAIAgAAAQAAHEAABAAHwcAUAAAAAAAAAAAACgAAUAACgAAAAAAAA
AA=="	1-Amino-1-deoxy-scyllo-inositol 4-phosphate
0	439467	C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)N	[(2R,3S,5R,6S)-4-amino-2,3,5,6-tetrahydroxycyclohexyl] dihydrogen phosphate	"AAADccBiPAIAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAAAAAAAHgAQCCAACDzhgAYAAABAAxAA
QAAAAIAAAAAAAAAAAIAAAAADEAIAgAAAQAAHEAABAAHwcAUAAAAAAAAAAAACgAAUAACgAAAAAAAA
AA=="	1-Amino-1-deoxy-scyllo-inositol 4-phosphate
0	439474	C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)N=C(N)N	[(2R,3S,5R,6S)-4-(diaminomethylideneamino)-2,3,5,6-tetrahydroxycyclohexyl] dihydrogen phosphate	"AAADceBjPAIAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAAAAAAAHgAQCCAACDzhgAYBAAJAAxAg
QAAAJIAAAAEAAAAAAAAAAAADEAIAgAAAQAAHAAABAAHwcAUAAAAAAAAAAAACgAAUAACgAAAAAAAA
AA=="	1-Guanidino-1-deoxy-scyllo-inositol 4-phosphate
0	441443	C(CON)C(C(=O)O)N	(2S)-2-amino-4-aminooxybutanoic acid	"AAADccBjMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHgAUCAAACCjhgAYACABAAgAI
AACQCAAAAAAAAAAAAIGAAAACABAAAAAAQAAGEAAAAABCAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Canaline
0	439467	C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)N	[(2R,3S,5R,6S)-4-amino-2,3,5,6-tetrahydroxycyclohexyl] dihydrogen phosphate	"AAADccBiPAIAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAAAAAAAHgAQCCAACDzhgAYAAABAAxAA
QAAAAIAAAAAAAAAAAIAAAAADEAIAgAAAQAAHEAABAAHwcAUAAAAAAAAAAAACgAAUAACgAAAAAAAA
AA=="	1-Amino-1-deoxy-scyllo-inositol 4-phosphate
0	5280401	C1(C(C(C(C(C1O)O)OP(=O)(O)O)N=C(N)N)O)N=C(N)N	[(1S,2R,3S,4S,5R,6S)-2,4-bis(diaminomethylideneamino)-3,5,6-trihydroxycyclohexyl] dihydrogen phosphate	"AAADceBzuAIAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAAAAAAAHgAQCCAACDzhgAYBAAJAAxAg
QAAAJIAAAAEAAAAAAAAAAAADEAIAwAAAQAAHAAABAAHwcAUAAAAAAAAAAAACgAAUCACgAAAAAAAA
AA=="	Streptidine 6-phosphate
0	11163	C(C(=O)NCC(=O)O)N	2-[(2-aminoacetyl)amino]acetic acid	"AAADccBjMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHgAQCAAAAADBgAQACALAAgAI
AAGQGAAAAAAAAAAAAICIAAACQAAAACAQAAAAFgCQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Glycylglycine
0	46917407	C1C2C(COC2C3=CC4=C(C=C3)OCO4)C(O1)C5=CC(=C(C=C5)O)O	4-[(3S,3aR,6S,6aR)-6-(1,3-benzodioxol-5-yl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-3-yl]benzene-1,2-diol	"AAADceB4OAAAAAAAAAAAAAAAAAAAASJEgAAwYAAAAAASAEgBQAAAGgAACAAADRSgmAMwDoAABgCA
AiBCAAACCAAgIAAIiAAGiIgdJiKGMRqicCMlwBEPuAfA4PwOoAABAAAAQABAAAIAAACAAAAAAAAA
AA=="	(+)-Sesamin monocatechol
0	101612	C1C2C(COC2C3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6	5-[(3R,3aR,6S,6aR)-3-(1,3-benzodioxol-5-yl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-6-yl]-1,3-benzodioxole	"AAADceB4OAAAAAAAAAAAAAAAAAAAASJEiQAwYAAAAAASAEgBQAAAGgAAAAAADRSgmAMwDoAABACA
AiBCAAACCAAgIAAIiAAGiIgdJiKEMRqiMCIlwBEOqAfA4PwOoAABAAAAQABAAAIAAACAAAAAAAAA
AA=="	Asarinin
0	72307	C1C2C(COC2C3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6	5-[(3S,3aR,6S,6aR)-3-(1,3-benzodioxol-5-yl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-6-yl]-1,3-benzodioxole	"AAADceB4OAAAAAAAAAAAAAAAAAAAASJEiQAwYAAAAAASAEgBQAAAGgAAAAAADRSgmAMwDoAABACA
AiBCAAACCAAgIAAIiAAGiIgdJiKEMRqiMCIlwBEOqAfA4PwOoAABAAAAQABAAAIAAACAAAAAAAAA
AA=="	Sesamin
0	101746	C1C2C(COC2OC3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6	5-[[(3S,3aR,6R,6aR)-3-(1,3-benzodioxol-5-yl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-6-yl]oxy]-1,3-benzodioxole	"AAADceB4OAAAAAAAAAAAAAAAAAAAASJEiQAwYAAAAAASAEgBQAAAGgAAAAAADRSwmAMwDoAABACA
AiBCAAACCAAgIAAIiAAGiIgdJyKEMRqiOCKlwBUOqAfA4PwOoQABCAAAQABCAAIQAACAAAAAAAAA
AA=="	Sesamolin
1	585998	C1C2C(COC2OC3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6	5-[[3-(1,3-benzodioxol-5-yl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-6-yl]oxy]-1,3-benzodioxole	"AAADceB4OAAAAAAAAAAAAAAAAAAAASJEiQAwYAAAAAASAEgBQAAAGgAAAAAADRSwmAMwDoAABACA
AiBCAAACCAAgIAAIiAAGiIgdJyKEMRqiOCKlwBUOqAfA4PwOoQABCAAAQABCAAIQAACAAAAAAAAA
AA=="	(+)-Sesamolin
2	100916215	C1C2C(COC2OC3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6	5-[[(3R,3aS,6S,6aS)-3-(1,3-benzodioxol-5-yl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-6-yl]oxy]-1,3-benzodioxole	"AAADceB4OAAAAAAAAAAAAAAAAAAAASJEiQAwYAAAAAASAEgBQAAAGgAAAAAADRSwmAMwDoAABACA
AiBCAAACCAAgIAAIiAAGiIgdJyKEMRqiOCKlwBUOqAfA4PwOoQABCAAAQABCAAIQAACAAAAAAAAA
AA=="	5-[[(3R,3aS,6S,6aS)-3-(1,3-benzodioxol-5-yl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-6-yl]oxy]-1,3-benzodioxole
0	11869417	C1C2C(COC2C3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6	5-[(3R,3aS,6S,6aS)-3-(1,3-benzodioxol-5-yl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-6-yl]-1,3-benzodioxole	"AAADceB4OAAAAAAAAAAAAAAAAAAAASJEiQAwYAAAAAASAEgBQAAAGgAAAAAADRSgmAMwDoAABACA
AiBCAAACCAAgIAAIiAAGiIgdJiKEMRqiMCIlwBEOqAfA4PwOoAABAAAAQABAAAIAAACAAAAAAAAA
AA=="	(-)-Asarinin
0	638024	C1CCN(CC1)C(=O)C=CC=CC2=CC3=C(C=C2)OCO3	(2E,4E)-5-(1,3-benzodioxol-5-yl)-1-piperidin-1-ylpenta-2,4-dien-1-one	"AAADceB6MAAAAAAAAAAAAAAAAAAAASAAAAA8QAAAAAAAAEgBAAAAHgAAAAAADATBmAcwDoMABACI
AiFSEACCCAAgIAAIiAAOiMgdJiKEsRqkMCIkxhGOqYeQwBAOIAABAAAAQABAAAIAAACAAAAAAAAA
AA=="	Piperine
0	94672	C1C2C(COC2C3=CC4=C(C=C3O)OCO4)C(O1)C5=CC6=C(C=C5)OCO6	6-[(3S,3aR,6S,6aR)-3-(1,3-benzodioxol-5-yl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-6-yl]-1,3-benzodioxol-5-ol	"AAADceB4OAAAAAAAAAAAAAAAAAAAASJEiQAwYAAAAAASAEgBQAAAGgAACAAADRSgmAMwDoAABgCA
AiBCAAACCAAgIAAIiAAGiIgdJyKGMRqicCIlwBUOuAfA4PwOoQABCAAIQABCAAIQABCAAAAAAAAA
AA=="	Sesaminol
0	135926598	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(=C(C5C(O4)NC6=C(N5)C(=O)NC(=N6)N)S)S)O)O)N	[[(5aR,8R,9aR)-2-amino-4-oxo-6,7-bis(sulfanyl)-3,5,5a,8,9a,10-hexahydropyrano[3,2-g]pteridin-8-yl]methoxy-hydroxyphosphoryl] [(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate	"AAADceB7/ANgAAAAAAAAAAAAAAAAAWJAAAAsQIEAAAAAAFiB+AAAHgQQCCAACDzh1wYF8L/MFxSo
QQdxdICAgC0xEKABWKCoVFmDXAJA6GAfVAgPUQLbIGLwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Adenylyl-molybdopterin
0	24621	[O-][Mo](=O)(=O)[O-]	dioxido(dioxo)molybdenum	"AAADcQAAOAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Molybdate
0	439190	C(C(C(C(=O)CO)O)O)OP(=O)(O)O	[(2R,3S)-2,3,5-trihydroxy-4-oxopentyl] dihydrogen phosphate	"AAADccBgPAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACCAACBSggAIAAAAAAxAI
QIAQAIIAAAAAAAAAAAFAAAABEBYAAAAAQAAFIAABAADCIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	D-Xylulose 5-phosphate
0	12077	C1=CC(=CC(=C1)C(=O)O)C=O	3-formylbenzoic acid	"AAADcYBwMAAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAGgAACAAADACgmAIwCIAAAgCI
AijSiAACAAAkAAAIiAEACMgIJjKAFRCAcQAkwAEImYeIzmCOAAACAAAAAAAAAAQAAAAAAAAAAAAA
AA=="	3-Formylbenzoic acid
0	4186339	C(C(=O)C(=O)[O-])O	3-hydroxy-2-oxopropanoate	"AAADcQBAOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAACASggAIACAAAAgAI
AICQCAIAAAAAAAAAAAFAAAAAEAQAAAAAQAABIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	3-Hydroxypyruvate
0	8063	CCCCC=O	pentanal	"AAADccBgIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAAAAAACACggAICAAAAAAAI
AAgQgAAAAAAAAAAAAAEAAAAAABIAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Pentanal
0	527	CCC=O	propanal	"AAADcYBAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAAAAAACACggAICAAAAAAAI
AAgQgAAAAAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Propionaldehyde
0	77982	C(C(C(C(C=O)O)O)O)OP(=O)(O)O	[(2R,3R,4R)-2,3,4-trihydroxy-5-oxopentyl] dihydrogen phosphate	"AAADccBgPAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACCAACBSggAIAAAAAAxAI
QAgQgIIAAAAAAAAAAAFAAAABEBYAAAAAQAAFIAABAADKBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Ribose-5-phosphate
0	756	C(C=O)O	2-hydroxyacetaldehyde	"AAADcYBAMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAAAACggAIAAAAAAgAI
AAgQgAIAAAAAAAAAAABAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Glycolaldehyde
0	6184	CCCCCC=O	hexanal	"AAADccBgIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAAAAAACACggAICAAAAAAAI
AAgQgAAAAAAAAAAAAAEAAAAAABIAAAAAAAAAAAAAAAEICAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Hexanal
0	5282977	CCCCCC(=O)C(=O)O	2-oxoheptanoic acid	"AAADccBgMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAACASAgAACCAAAAgAI
AICQCAIAAAAAAAAAAAFAAAAAABIAAAAAQAAEAAAAAAGIyCCAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	2-Oxoheptanoic acid
0	964	C(C(=O)C(=O)O)O	3-hydroxy-2-oxopropanoic acid	"AAADcYBAOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAACASggAIACAAAAgAI
AICQCAIAAAAAAAAAAAFAAAAAEAQAAAAAQAABIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	3-Hydroxypyruvic acid
0	8063	CCCCC=O	pentanal	"AAADccBgIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAAAAAACACggAICAAAAAAAI
AAgQgAAAAAAAAAAAAAEAAAAAABIAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Pentanal
0	159664	CCCCC(=O)C(=O)O	2-oxohexanoic acid	"AAADccBgMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAACASAgAACCAAAAgAI
AICQCAIAAAAAAAAAAAFAAAAAABIAAAAAQAAEAAAAAAGISAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	2-Oxohexanoic acid
0	527	CCC=O	propanal	"AAADcYBAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAAAAAACACggAICAAAAAAAI
AAgQgAAAAAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Propionaldehyde
0	58	CCC(=O)C(=O)O	2-oxobutanoic acid	"AAADcYBgMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAACASAgAACCAAAAgAI
AICQCAIAAAAAAAAAAAFAAAAAABAAAAAAQAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	2-Oxobutanoic acid
0	964	C(C(=O)C(=O)O)O	3-hydroxy-2-oxopropanoic acid	"AAADcYBAOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAACASggAIACAAAAgAI
AICQCAIAAAAAAAAAAAFAAAAAEAQAAAAAQAABIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	3-Hydroxypyruvic acid
0	165007	C(C(C(C(C(C(=O)CO)O)O)O)O)OP(=O)(O)O	[(2R,3R,4R,5S)-2,3,4,5,7-pentahydroxy-6-oxoheptyl] dihydrogen phosphate	"AAADccBgPAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACCAACBSggAIAAAAAAxAI
QIAQAIIAAAAAAAAAAAFAAAABEBYAAAAAQAAFIAABAAHK7CRAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Sedoheptulose 7-phosphate
0	729	C(C(C=O)O)OP(=O)(O)O	(2-hydroxy-3-oxopropyl) dihydrogen phosphate	"AAADcYBAOAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACCAACBSggAIAAAAAAxAI
QAgQgIIAAAAAAAAAAAFAAAABEAQAAAAAAAAAIAABAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	3-Phosphoglyceraldehyde
0	69507	C(C(C(C(C(=O)CO)O)O)O)OP(=O)(O)O	[(2R,3R,4S)-2,3,4,6-tetrahydroxy-5-oxohexyl] dihydrogen phosphate	"AAADccBgPAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACCAACBSggAIAAAAAAxAI
QIAQAIIAAAAAAAAAAAFAAAABEBYAAAAAQAAFIAABAAHKZAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Fructose-6-phosphate
0	77982	C(C(C(C(C=O)O)O)O)OP(=O)(O)O	[(2R,3R,4R)-2,3,4-trihydroxy-5-oxopentyl] dihydrogen phosphate	"AAADccBgPAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACCAACBSggAIAAAAAAxAI
QAgQgIIAAAAAAAAAAAFAAAABEBYAAAAAQAAFIAABAADKBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Ribose-5-phosphate
0	439350	CC(C=O)O	(2R)-2-hydroxypropanal	"AAADcYBAMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAACBSggAICAAAAAgAI
AAgQgAIAAAAAAAAAAAFAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	(R)-Lactaldehyde
0	439190	C(C(C(C(=O)CO)O)O)OP(=O)(O)O	[(2R,3S)-2,3,5-trihydroxy-4-oxopentyl] dihydrogen phosphate	"AAADccBgPAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACCAACBSggAIAAAAAAxAI
QIAQAIIAAAAAAAAAAAFAAAABEBYAAAAAQAAFIAABAADCIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	D-Xylulose 5-phosphate
0	439723	C(C(C=O)O)O	(2S)-2,3-dihydroxypropanal	"AAADcYBAMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAACBSggAIAAAAAAgAI
AAgQgAIAAAAAAAAAAAFAAAABEAQAAAAAQAAAIAABAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	L-glyceraldehyde
0	439231	CC(C=O)O	(2S)-2-hydroxypropanal	"AAADcYBAMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAACBSggAICAAAAAgAI
AAgQgAIAAAAAAAAAAAFAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	L-lactaldehyde
0	261	CCCC=O	butanal	"AAADccBgIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAAAAAACACggAICAAAAAAAI
AAgQgAAAAAAAAAAAAAEAAAAAABAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Butyraldehyde
0	261	CCCC=O	butanal	"AAADccBgIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAAAAAACACggAICAAAAAAAI
AAgQgAAAAAAAAAAAAAEAAAAAABAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Butyraldehyde
0	25137933	CC(=O)C(C(C(=O)COP(=O)(O)O)O)O	[(3S,4S)-3,4-dihydroxy-2,5-dioxohexyl] dihydrogen phosphate	"AAADccBgPAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACCAACBSggAICAAAAAxAI
QIAQAIIAAAAAAAAAAAFAAAABEBYAAAAAQAAFIAABAAHJRAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	1-deoxy-D-threo-hexo-2,5-diulose 6-phosphate
0	5283324	CCCCCC=CC=O	(E)-oct-2-enal	"AAADccBwIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAAAAAACACggAICAAAAAACI
AChSgAAAAAAgAAAICAAAAEgAAAIAAQAAAAAAgAAIAYMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	2-Octenal
0	3593277	CCC(=O)C(=O)[O-]	2-oxobutanoate	"AAADcYBgMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAAAAAACASAgAACCAAAAAAI
AICQCAIAAAAAAAAAAAFAAAAAABAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	2-Oxobutanoate
1	58	CCC(=O)C(=O)O	2-oxobutanoic acid	"AAADcYBgMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAACASAgAACCAAAAgAI
AICQCAIAAAAAAAAAAAFAAAAAABAAAAAAQAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	2-Oxobutanoic acid
0	736572	CC(=O)C=CC1=CC=C(C=C1)Cl	(E)-4-(4-chlorophenyl)but-3-en-2-one	"AAADccBwIAAEAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAGgIAAAAADAaAmCAyAIAAAACI
AqBSAAACAAAgBQAIiAAAAsgIICKBExCAIAAggAAIiYcAgAAOBAAAAAAAAAAIAAAAAAAAAAAAAAAA
AA=="	4-Chlorobenzylideneacetone
