	CID	CanonicalSMILES	IUPACName	Fingerprint2D	Title
0	77563	C(CCCCCC(=O)O)CCCCC=O	12-oxododecanoic acid	"AAADceBwMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAACACggAIACAAAAgAI
AAiQiAAAAAAAAAAAAAEAAAAAABIAAAAAQAAEAAAAAAGIyKCAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	12-Oxododecanoic acid
0	443356	CCC12CC(=C3C4(C1N(CC4)CC=C2)C5=C(N3)C=C(C=C5)OC)C(=O)OC	methyl (1R,12R,19S)-12-ethyl-5-methoxy-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2(7),3,5,9,13-pentaene-10-carboxylate	"AAADceB7MAAAAAAAAAAAAAAAAAAAAWLAAAAwQIAAAAAAAFiBAAAAHgAQAAAADizBmAYyzoPABACI
AiTSSACCCAAhIgAIiAEObMgMJjLE8ZuEMChm0BnI6UeY2fOfoAAAAgACAABAAAAEAAQAAAAAAAAA
AA=="	16-Methoxytabersonine
0	20485	CCC12CC(=C3C4(C1N(CC4)CC=C2)C5=CC=CC=C5N3)C(=O)OC	methyl (1R,12R,19S)-12-ethyl-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,9,13-pentaene-10-carboxylate	"AAADceB7MAAAAAAAAAAAAAAAAAAAAWLAAAAwQIAAAAAAAFiBAAAAHgAQAAAADijBmAYyyIPABACI
AiTSSACCAAAhAgAIiAEIZMgIJDLA8ZGEMAhkkADI6UeY2eOfgAAAAAACAAAAAAAAAAQAAAAAAAAA
AA=="	Tabersonine
0	439250	CC1=CCC(CC1)C(=C)C	(4S)-1-methyl-4-prop-1-en-2-ylcyclohexene	"AAADceBwAAAAAAAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAAAAAAAAAGAAAAAAADQCAAAACAAAAAACA
AiBCAAAAAAAgAAAACAAAAAgAAAIAAQAAAAAAgAAIAAMAgAAOAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	(-)-Limonene
0	439250	CC1=CCC(CC1)C(=C)C	(4S)-1-methyl-4-prop-1-en-2-ylcyclohexene	"AAADceBwAAAAAAAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAAAAAAAAAGAAAAAAADQCAAAACAAAAAACA
AiBCAAAAAAAgAAAACAAAAAgAAAIAAQAAAAAAgAAIAAMAgAAOAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	(-)-Limonene
0	15512	C1CC(CC=C1)CO	cyclohex-3-en-1-ylmethanol	"AAADccBgIAAAAAAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAAAAAAAAAGgAACAAADQCggAIAAAAAAgCA
ACBCAAAAAAAgAAAICAAAAAgAEAIAAQAAQAAEgAAIAAOAAAAOAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	3-Cyclohexene-1-methanol
0	325	CC(C)C1=CC=C(C=C1)CO	(4-propan-2-ylphenyl)methanol	"AAADccBwIAAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAGgAACAAADQCgmAIyAIAAAgCA
AiBCAAACAAAgAAAIiAAACIgINiKAERCAcAAkwAEImAeAwPAOwAAAAAAAAACAAAAAAAAAAAAAAAAA
AA=="	4-Isopropylbenzyl alcohol
0	7438	CC1=CCC(CC1O)C(=C)C	2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-ol	"AAADceBwIAAAAAAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAAAAAAAAAGgAACAAADRSggAICAAAAAgCA
AiBCAAAAAAAgAAAACAAAAAgAFAIAAQAAUAAEgAAIEAOAgAAOAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Carveol
0	7507	C1CCC(CC1)CO	cyclohexylmethanol	"AAADccBgIAAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAAAAAAAGgAACAAADQCggAIAAAAAAgAA
AAAAAAAAAAAAAAAAAAAAAAAAEAIAAAAAQAAEAAAAAAGAwCAOAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Cyclohexanemethanol
0	10582	CC1(C2CC=C(C1C2)CO)C	(6,6-dimethyl-2-bicyclo[3.1.1]hept-2-enyl)methanol	"AAADceBwIAAAAAAAAAAAAAAAAABgAAAAAAAgQAAAAAAAAAAAAAAAGgAACAAADwCggAICAAAAAgCA
AiBCAAAAAAAgAAAACAAAAAgAFAIAAQAAUAAEgAAIEAOAwHAPgAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Myrtenol
0	10819	CC(=C)C1CCC(=CC1)CO	(4-prop-1-en-2-ylcyclohexen-1-yl)methanol	"AAADceBwIAAAAAAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAAAAAAAAAGgAACAAADQCggAICAAAAAgCA
AiBCAAAAAAAgAAAACAAAAAgAFAIAAQAAUAAEgAAIEAOAwDAOAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Perillyl alcohol
0	16441	CC(=C)C1CCC(=CC1)C=O	4-prop-1-en-2-ylcyclohexene-1-carbaldehyde	"AAADccBwIAAAAAAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAAAAAAAAAGgAAAAAADQCggAICAAAAAACI
AihSgAAAAAAgAAAACAEAAEgAABIAAQAAAAAAgAAIAYMIiACOAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Perillaldehyde
0	3034034	COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O	(R)-[(2S,4S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol	"AAADceB7MAAAAAAAAAAAAAAAAAAAAAAAAAA8WLFiAAAAAACx8AAAHgAACAAADTzhngY+xvMIFgCg
AzRnRACCiCAxIiAI2CA+bJgONuLEsZuEcChkwBHY+Aew4PwOgEABAAACAAAAgAIAAAQAAAAAAAAA
AA=="	Quinine
0	387316	CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	2-[[(4R)-4-[(3R,5S,7R,8R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoyl]amino]ethanesulfonic acid	"AAADcfB6OABAAAAAAAAAAAAAAAAAAYAAAAAwYMAAAAAAAGDAAAAAHgQQCAAADxTlwAaCAALAAoII
AAEQEHBAAAAAAAAAAIEIAAAAEBIAgAAEQAAEFgCAAAGY6PSPgAAAAAAAAADAAAYAADAAAQAACAAA
AA=="	Taurochenodeoxycholic acid
0	5281525	CC(=CCCC(=CCCC(C)(C=C)O)C)C	(3S,6E)-3,7,11-trimethyldodeca-1,6,10-trien-3-ol	"AAADceBwIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAADESAgAACAAAAAgCA
AiBCAAAAAAAgAAAICAAAAAgABAIAAQAAQAAEgAAIEAIAAAAMAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	(3S,6E)-Nerolidol
0	5365872	CC(=CCCC(=CCCC(=CCCC(C)(C=C)O)C)C)C	(6E,10E)-3,7,11,15-tetramethylhexadeca-1,6,10,14-tetraen-3-ol	"AAADcfB4IAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAADESAgAACAAAAAgCA
AiBCAAAAAAAgAAAICAAAAAgABAIAAQAAQAAEgAAIEAIAAAAMAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Geranyllinalool
0	442027	CC(C)C1=C(C=C2C(=C1)CCC3C2(CCCC3(C)C)C)O	(4bS,8aS)-4b,8,8-trimethyl-2-propan-2-yl-5,6,7,8a,9,10-hexahydrophenanthren-3-ol	"AAADceB4IAAAAAAAAAAAAAAAAAAAAAAAAAAwYMAAAAAAAADBAAAAGgAACAAADwSAmAAyBoAAAgCA
AiBCAAACAAAgIAAAiAAGCIgIJiKCERKAcAAkwBEImAeAwPAP4AADAAAYAADAAAYAADAAAAAAAAAA
AA=="	Ferruginol
0	94162	CC(C)C1=C(C=C2C(=C1)C(=O)CC3C2(CCCC3(C)C)C)O	(4aS,10aS)-6-hydroxy-1,1,4a-trimethyl-7-propan-2-yl-3,4,10,10a-tetrahydro-2H-phenanthren-9-one	"AAADceB4MAAAAAAAAAAAAAAAAAAAAAAAAAAwYMAAAAAAAADBAAAAGgAACAAADwSAmAAyBoAAAgCI
AqBSAAACAAAkIAAAiAEGCMgIJjKCFRKAcQAkwBEImYeIzPDP4AADAAAYAADAAAYAADAAAAAAAAAA
AA=="	Sugiol
0	46832173	CC(C)C1=C(C(=C2C(=C1)CCC3C2(CCCC3(C)C)C)O)O	(4bS,8aS)-4b,8,8-trimethyl-2-propan-2-yl-5,6,7,8a,9,10-hexahydrophenanthrene-3,4-diol	"AAADceB4MAAAAAAAAAAAAAAAAAAAAAAAAAAwYMAAAAAAAADBAAAAGgAACAAADwSAmAAyBoAAAgCA
AiBCAAACAAAgIAAAiAAEiIgJJiKCERKAcAEkwBEJmAeAwPAP4AADAAAYQADAAAYAADCAAAAAAAAA
AA=="	11-Hydroxyferruginol
0	73145	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C)C	(3S,4aR,6aR,6bS,8aR,12aR,14aR,14bR)-4,4,6a,6b,8a,11,11,14b-octamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-ol	"AAADcfB4IAAAAAAAAAAAAAAAAAAAAAAAAAAwYMGCAAAAAADAAAAAGgAACAAADxSggAICAAAAAgCA
AiBCAAAAAAAgAAAACAAAAAgAEAIAAQAAQAAEgAAIAAOAwPAPgAAAAAAAAADAAAYAADAAAAAAAAAA
AA=="	beta-Amyrin
0	10403490	CC(C)C1=C(C(=C2C(=C1)C(=O)CC3C2(CCCC3(C)C)C)O)O	(4aS,10aS)-5,6-dihydroxy-1,1,4a-trimethyl-7-propan-2-yl-3,4,10,10a-tetrahydro-2H-phenanthren-9-one	"AAADceB4MAAAAAAAAAAAAAAAAAAAAAAAAAAwYMAAAAAAAADBAAAAGgAACAAADwSAmAAyBoAAAgCI
AqBSAAACAAAkIAAAiAEEiMgJJjKCFRKAcQEkwBEJmYeKzPDP4AADAAAYQADAAAYAADCAAAAAAAAA
AA=="	11-Hydroxysugiol
0	10355909	CC1(CCCC2(C1CC=C3C2CCC(C3)(C)C=C)C)C	(2R,4aR,4bS,8aS)-2-ethenyl-2,4b,8,8-tetramethyl-3,4,4a,5,6,7,8a,9-octahydro-1H-phenanthrene	"AAADcfB4AAAAAAAAAAAAAAAAAAAAAAAAAAAwYIAAAAAAAACAAAAAGAAAAAAADwCAAAACAAAAAACA
AiBCAAAAAAAgAAAICAAAAAgAAAIAAQAAAAAAgAAIAAMAgMAPgAAAAAAAAACAAAQAACAAAAAAAAAA
AA=="	9beta-Pimara-7,15-diene
0	131801251	CC1C2CCC3C(CC(=O)CC3(C2CC=C1C=C)C)(C)C	(4aS,4bR,8S,8aR,10aR)-7-ethenyl-1,1,4a,8-tetramethyl-4,4b,5,8,8a,9,10,10a-octahydro-2H-phenanthren-3-one	"AAADceB4IAAAAAAAAAAAAAAAAAAAAAAAAAAwYIAAAAAAAADAAAAAGgAAAAAADwSAgAACAAAAAACI
AqBSAAAAAAAgAAAICAEAAAgIABIAAQAAAAAAgAAIgAMIiMCPgAAAAAAAAACAAAQAACAAAAAAAAAA
AA=="	Ent-cassa-12,15-dien-2-one
0	131801249	CC1C2CCC3C(CC(CC3(C2CC=C1C=C)C)O)(C)C	(3S,4aS,4bR,8S,8aR,10aR)-7-ethenyl-1,1,4a,8-tetramethyl-2,3,4,4b,5,8,8a,9,10,10a-decahydrophenanthren-3-ol	"AAADcfB4IAAAAAAAAAAAAAAAAAAAAAAAAAAwYIAAAAAAAADAAAAAGgAACAAADxSggAICAAAAAgCA
AiBCAAAAAAAgAAAICAAAAAgIEAIAAQAAQAAEgAAIgAOAwPAPgAAAAAAAAADAAAYAACAAAAAAAAAA
AA=="	Ent-cassa-12,15-dien-2beta-ol
0	11471283	CC1C2CCC3C(CCCC3(C2CC=C1C=C)C)(C)C	(1S,4aR,4bS,8aR,10aR)-2-ethenyl-1,4b,8,8-tetramethyl-1,4,4a,5,6,7,8a,9,10,10a-decahydrophenanthrene	"AAADcfB4AAAAAAAAAAAAAAAAAAAAAAAAAAAwYIAAAAAAAADAAAAAGAAAAAAADwCAAAACAAAAAACA
AiBCAAAAAAAgAAAICAAAAAgIAAIAAQAAAAAAgAAIgAMAgMAPgAAAAAAAAACAAAQAACAAAAAAAAAA
AA=="	Ent-cassa-12,15-diene
0	131801250	CC1C2CCC3C(C(C(CC3(C2CC=C1C=C)C)O)O)(C)C	(2S,3R,4aS,4bR,8S,8aR,10aS)-7-ethenyl-1,1,4a,8-tetramethyl-2,3,4,4b,5,8,8a,9,10,10a-decahydrophenanthrene-2,3-diol	"AAADcfB4MAAAAAAAAAAAAAAAAAAAAAAAAAAwYIAAAAAAAADAAAAAGgAACAAADxSggAICAAAAAgCA
AiBCAAAAAAAgAAAICAAAAAgJEAIAAQAAQAAEgAAJgAOAwPAPgAAAAAAAAADAAAYAADCAAAAAAAAA
AA=="	Ent-cassa-12,15-dien-2beta,3beta-diol
0	3080551	CC1=CCC2C(CCCC2(C1CO)C)(C)C	[(1S,4aS,8aS)-2,5,5,8a-tetramethyl-1,4,4a,6,7,8-hexahydronaphthalen-1-yl]methanol	"AAADceBwIAAAAAAAAAAAAAAAAAAAAAAAAAAwQAAAAAAAAACAAAAAGgAACAAADwCggAICAAAAAgCA
AiBCAAAAAAAgAAAACAAAAAgAEAIAAQAAQAAEwAAIAAOAwPAPgAAAAAAAAAAAAAQAACAAAAAAAAAA
AA=="	Drimenol
1	298071	CC1=CCC2C(CCCC2(C1CO)C)(C)C	(2,5,5,8a-tetramethyl-1,4,4a,6,7,8-hexahydronaphthalen-1-yl)methanol	"AAADceBwIAAAAAAAAAAAAAAAAAAAAAAAAAAwQAAAAAAAAACAAAAAGgAACAAADwCggAICAAAAAgCA
AiBCAAAAAAAgAAAACAAAAAgAEAIAAQAAQAAEwAAIAAOAwPAPgAAAAAAAAAAAAAQAACAAAAAAAAAA
AA=="	1-Naphthalenemethanol, 1,4,4a,5,6,7,8,8a-octahydro-2,5,5,8a-tetramethyl-
2	11031462	CC1=CCC2C(CCCC2(C1CO)C)(C)C	[(1S,8aS)-2,5,5,8a-tetramethyl-1,4,4a,6,7,8-hexahydronaphthalen-1-yl]methanol	"AAADceBwIAAAAAAAAAAAAAAAAAAAAAAAAAAwQAAAAAAAAACAAAAAGgAACAAADwCggAICAAAAAgCA
AiBCAAAAAAAgAAAACAAAAAgAEAIAAQAAQAAEwAAIAAOAwPAPgAAAAAAAAAAAAAQAACAAAAAAAAAA
AA=="	[(1S,8aS)-2,5,5,8a-tetramethyl-1,4,4a,6,7,8-hexahydronaphthalen-1-yl]methanol
0	2082	CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC	methyl N-(6-propylsulfanyl-1H-benzimidazol-2-yl)carbamate	"AAADccBzMABAAAAAAAAAAAAAAAAAAWAAAAAwAAAAAAAAAFgB8AAAHgQQAAAACAiFVgKz2bbJlAio
ASRifACCgC2hGrAJmTgwdJmIaKLgmZGUIAxokQJoyCcQAAAAAAQAACAAACAACAAAQAAAQAAAAAAA
AA=="	Albendazole
0	2157	CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I	(2-butyl-1-benzofuran-3-yl)-[4-[2-(diethylamino)ethoxy]-3,5-diiodophenyl]methanone	"AAADceB6MAAAAwAAAAAAAAAAAAAAASAAAAAwYAAAAAAAAEgB9AAAHgAgAAAADATjmAYyBsMABECI
AqBSAAACCAAkIAAIiAEOCMgOJjaMNRqDOWCk4BGYqYeLzPDOoAAAAAAIAABAAAAAABAAAAAAAAAA
AA=="	Amiodarone
0	2247	COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F	1-[(4-fluorophenyl)methyl]-N-[1-[2-(4-methoxyphenyl)ethyl]piperidin-4-yl]benzimidazol-2-amine	"AAADceB7oQAAAAAAAAAAAAAAAAAAAWAAAAA8YMEAAAAAAFgB9AAAHwAQAAAADCzBng4z1rfMFACg
AyRiZACCiC0hMqAJ2KA+fJiMbqLE+ZuUMChs0BPI6CeQwIAOIAAAAAAAACBAAAAAAAAAQAAAAAAA
AA=="	Astemizole
0	5284373	CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C	(3S,6S,9S,12R,15S,18S,21S,24S,30S,33S)-30-ethyl-33-[(E,1R,2R)-1-hydroxy-2-methylhex-4-enyl]-1,4,7,10,12,15,19,25,28-nonamethyl-6,9,18,24-tetrakis(2-methylpropyl)-3,21-di(propan-2-yl)-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone	"AAADcfB//AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHgAQCAAADTzhgAYCAAPAAgCI
ACFSEAAAAAAgAAAICIGIAAgCUBYAgSAUQAAGtgCYAAMYCAAOAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	cyclosporin A
1	6435893	CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C	30-ethyl-33-[(E,1R,2R)-1-hydroxy-2-methylhex-4-enyl]-1,4,7,10,12,15,19,25,28-nonamethyl-6,9,18,24-tetrakis(2-methylpropyl)-3,21-di(propan-2-yl)-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone	"AAADcfB//AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHgAQCAAADTzhgAYCAAPAAgCI
ACFSEAAAAAAgAAAICIGIAAgCUBYAgSAUQAAGtgCYAAMYCAAOAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Restasis
2	5280754	CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C	30-ethyl-33-[(E)-1-hydroxy-2-methylhex-4-enyl]-1,4,7,10,12,15,19,25,28-nonamethyl-6,9,18,24-tetrakis(2-methylpropyl)-3,21-di(propan-2-yl)-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone	"AAADcfB//AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHgAQCAAADTzhgAYCAAPAAgCI
ACFSEAAAAAAgAAAICIGIAAgCUBYAgSAUQAAGtgCYAAMYCAAOAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Cyclosporine
3	5497195	CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C	30-ethyl-33-[(Z,1S,2R)-1-hydroxy-2-methylhex-4-enyl]-1,4,7,10,12,15,19,25,28-nonamethyl-6,9,18,24-tetrakis(2-methylpropyl)-3,21-di(propan-2-yl)-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone	"AAADcfB//AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHgAQCAAADTzhgAYCAAPAAgCI
ACFSEAAAAAAgAAAICIGIAAgCUBYAgSAUQAAGtgCYAAMYCAAOAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Cyclosporin
4	49867938	CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C	(6S,9S,12R,15S,18S,21S,24S,30S,33S)-30-ethyl-33-[(E,1R,2R)-1-hydroxy-2-methylhex-4-enyl]-1,4,7,10,12,15,19,25,28-nonamethyl-6,9,18,24-tetrakis(2-methylpropyl)-3,21-di(propan-2-yl)-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone	"AAADcfB//AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHgAQCAAADTzhgAYCAAPAAgCI
ACFSEAAAAAAgAAAICIGIAAgCUBYAgSAUQAAGtgCYAAMYCAAOAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	cyclo[Abu-Sar-N(Me)Leu-Val-N(Me)Leu-Ala-D-Ala-N(Me)Leu-N(Me)Leu-DL-N(Me)Val-N(Me)Bmt(E)]
