	CID	CanonicalSMILES	IUPACName	Fingerprint2D	Title
0	5281969	CCCCCC=CCC=CCC=CCC=CCCCC(=O)NCCO	(5Z,8Z,11Z,14Z)-N-(2-hydroxyethyl)icosa-5,8,11,14-tetraenamide	"AAADcfB6MAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHgAQCAAACADhgAYCAALAAgCI
ACFSEAAAAAAgAAAICIEIAAgCEBIAgQAEAAAAlgCYAAMYAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Anandamide
0	5283454	CCCCCCCCC=CCCCCCCCC(=O)NCCO	(Z)-N-(2-hydroxyethyl)octadec-9-enamide	"AAADcfB6MAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHgAQCAAACADhgAYCAALAAgCI
ACFSEAAAAAAgAAAICIEIAAgCEBIAgQAEAAAAlgCYAAMYiICAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	n-Oleoylethanolamine
0	91352118	C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)CCCC(=O)NCCO	N-(2-hydroxyethyl)-4-pyren-1-ylbutanamide	"AAADceB6MAAAAAAAAAAAAAAAAAAAAAAAAAAwYMGAAAAAAADBVAAAHgAQCAAADADhmAYwAMLAAgCI
AiFSEAACAAAgAAAIiIEIAIgKMDKAkRCEIAAglgCYiAcYiMCOwAACAAAQAACAAAQAACAAAAAAAAAA
AA=="	n-(2-Hydroxyethyl)-4-pyren-1-ylbutanamide
0	6211	C1C(=O)NC(=O)NC1=O	1,3-diazinane-2,4,6-trione	"AAADcYBjMAAAAAAAAAAAAAAAAAAAAAAAAAAsAAAAAAAAAAAAAAAAHgAQAAAACACBgAABAALAAAAI
AAEQEAAAAAAAAAAAAAEAAACAAAgIQAAEAAAIFSIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Barbituric acid
0	54272689	C(C(=O)O)(C(=O)O)NC(=O)N	2-(carbamoylamino)propanedioic acid	"AAADcYBjOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHgAQCAAACCjBgAQBCALAAgAI
AACQGAAAAAAAAAAAAIGIAACCAAQIACAAQAABJgIQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Ureidomalonic acid
0	588	CN1CC(=O)N=C1N	2-amino-3-methyl-4H-imidazol-5-one	"AAADcYBjIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAHgAQAAAAAADBgAQDAANAAAAo
AAEQNAAAAAEAAAABAACIAACAQAAACCAQAAAAAAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Creatinine
0	13690	C1CCCCCC(=O)NCCCCC1	azacyclotridecan-2-one	"AAADceByIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHgAQAAAACADBgAQAAALAAAAI
AAEQEAAAAAAAAAAAAIEIAAAAABIAgAAEAAAAFgCAAAEYiICAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Azacyclotridecan-2-one
0	13632	C1CCCC(=O)NCCC1	azonan-2-one	"AAADccByIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAFgAAAAAHgAQAAAACADBgAQAAALAAAAI
AAEQEAAAAAAAAAAAAIEIAAAAABIAgAAEAAAAFgCAAAEYiICAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	2-Azacyclononanone
0	7956	C1(=O)NC(=O)NC(=O)N1	1,3,5-triazinane-2,4,6-trione	"AAADcQBDMAAAAAAAAAAAAAAAAAAAAAAAAAAsAAAAAAAAAAAAAAAABgAQAAAAAAAAAAABAALAAAAI
AAAAEAAAAAAAAAAAAAAAAACAAAAAAAAAAAAIASAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Cyanuric acid
0	10006	C1C(=O)NC(=O)N1	imidazolidine-2,4-dione	"AAADcYBDMAAAAAAAAAAAAAAAAAAAAWAAAAAAAAAAAAAAAAAAAAAAHgAQAAAAAADBgAQBAALAAAAI
AAEQEAAAAAAAAAAAAICIAACAQAAAACAQAAAIFyIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Hydantoin
0	11439	C1CC(=O)NC1=O	pyrrolidine-2,5-dione	"AAADcYBiMAAAAAAAAAAAAAAAAAAAAWAAAAAAAAAAAAAAAAAAAAAAHgAQAAAACACBgAAAAALAAAAI
AAEQEAAAAAAAAAAAAAEAAAAAABAAgAAEAAAAFCCAAAAFAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Succinimide
0	151255	C1CC(=O)NC=C1C(=O)O	2-oxo-3,4-dihydro-1H-pyridine-5-carboxylic acid	"AAADcYBiMAAAAAAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAAAAAAAAAHgAQCAAADADBgAQACALAAgCI
AgHWWAAAAAAgAAAAAIEIAEgABBIAgQAEQAAEkgAAEMCYFwIAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	1,4,5,6-Tetrahydro-6-oxonicotinic acid
0	199159	C1C(C2C(C(=O)N1)N=C(N2)NC3C(C(C(C(O3)CO)OC(=O)N)O)NC(=O)CC(CCCNC(=O)CC(CCCNC(=O)CC(CCCN)N)N)N)O	[(2R,3R,4S,5R,6R)-5-[[(3S)-3-amino-6-[[(3S)-3-amino-6-[[(3S)-3,6-diaminohexanoyl]amino]hexanoyl]amino]hexanoyl]amino]-4-hydroxy-2-(hydroxymethyl)-6-[(7-hydroxy-4-oxo-1,3a,5,6,7,7a-hexahydroimidazo[4,5-c]pyridin-2-yl)amino]oxan-3-yl] carbamate	"AAADcfB7/AAAAAAAAAAAAAAAAAAAAQAAAAAsSAAAAAAAAEAAAAAAHgAQCAAACDzhgAYBCALABgAo
AAEQPAAAAAEAAAABAIGIAAGDUBoAyAAfQAAPFgKTAAH6WQMAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Streptothricin D
0	197034	C1C(C2C(C(=O)N1)N=C(N2)NC3C(C(C(C(O3)CO)OC(=O)N)O)NC(=O)CC(CCCN)N)O	[(2R,3R,4S,5R,6R)-6-[[(3aS,7R,7aS)-7-hydroxy-4-oxo-1,3a,5,6,7,7a-hexahydroimidazo[4,5-c]pyridin-2-yl]amino]-5-[[(3S)-3,6-diaminohexanoyl]amino]-4-hydroxy-2-(hydroxymethyl)oxan-3-yl] carbamate	"AAADcfB7/AAAAAAAAAAAAAAAAAAAAQAAAAAsSAAAAAAAAEAAAAAAHgAQCAAACDzhgAYBCALABgAo
AAEQPAAAAAEAAAABAIGIAAGDUBoAyAAfQAAPFgKTAAH6WQMAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Streptothricin F
0	6809	C1=CC=C2C(=C1)C(=O)NC2=O	isoindole-1,3-dione	"AAADcYByMAAAAAAAAAAAAAAAAAAAAWAAAAAwAAAAAAAAAFgBAAAAHgAQAAAADACBmAAwAILAAACI
AiFSEACCAAAkAAAIiAEABMgIIDKAlRGEIQhghCCIiYcdiICOgAAAAAAQAAAAAAAAACAAAAAAAAAA
AA=="	Phthalimide
0	567619	CCCC1C(=O)NC(=O)N1	5-propylimidazolidine-2,4-dione	"AAADccBjMAAAAAAAAAAAAAAAAAAAAWAAAAAAAAAAAAAAAAAAAAAAHgAQAAAACCjBgAQDAALAAAAI
AAEQEAAAAAAAAAAAAIGIAACAQBIAgCAUAAAIFyIAAAAYAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	5-Propylimidazolidine-2,4-dione
0	93556	CC1CNC(=O)NC1=O	5-methyl-1,3-diazinane-2,4-dione	"AAADccBjMAAAAAAAAAAAAAAAAAAAAAAAAAAsAAAAAAAAAAAAAAAAHgAQAAAADQDBgAQDAALAAAAI
AAEQEAAAAAAAAAAAAIEIAACAAAgAQAAEAAAIFyIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Dihydrothymine
0	131711120	COC1=C(C=CC(=C1)CNCCCNCCCCNCCCN)O.C1C(=O)NC(=O)N1C2=CC=CC=C2	4-[[3-[4-(3-aminopropylamino)butylamino]propylamino]methyl]-2-methoxyphenol;1-phenylimidazolidine-2,4-dione	"AAADcfB7uAAAAAAAAAAAAAAAAAAAAWAAAAAwYAAAAAAAAAABQAAAHgAQCAAADAzBmAYzxoPABgCI
AiVSUACCCAAhIgAIiICO7IiNZiLG8buUcCts1zPL+Cew0BIOIAABAAAAQABAAAIAAACAAAAAAAAA
AA=="	DL-5 phenylhydantoin
0	53495258	C1C(NC(=O)NC1=O)C2=CC=C(C=C2)[N+](=O)[O-]	6-(4-nitrophenyl)-1,3-diazinane-2,4-dione	"AAADccBzOAAAAAAAAAAAAAAAAAAAAAAAAAA8QAAAAAAAAAABAAAAHgAUAAAADCjBmAQxwILQQACJ
AiVSUwCCAAAgAgAoiIEIZIqIIDqA0ZGEIAholyIIyAcYiICOCAAAAAAAAAAQAAAAAAAAAAAAAAAA
AA=="	6-(4-Nitrophenyl)dihydropyrimidine-2,4(1H,3H)-dione
0	103033	CC(C)C1C(=O)NC(=O)N1	5-propan-2-ylimidazolidine-2,4-dione	"AAADccBjMAAAAAAAAAAAAAAAAAAAAWAAAAAAAAAAAAAAAAAAAAAAHgAQAAAADSjBgAQDAALAAAAI
AAEQEAAAAAAAAAAAAIGIAACAQBAAgCAUAAAIFyIAAAAAAAAIAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	5-Isopropylimidazolidine-2,4-dione
0	20201346	CC(C)CN1CC(=O)NC1=O	1-(2-methylpropyl)imidazolidine-2,4-dione	"AAADccBjMAAAAAAAAAAAAAAAAAAAAWAAAAAAAAAAAAAAAAAAAAAAHgAQAAAADQDBgAQDAAPAAAAI
AAEQEAAAAAAAAAAAAACIAACAQAAAACAUAAAIFyKAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Isobutylhydantoin
0	10219485	CC(C)N1CC(=O)NC1=O	1-propan-2-ylimidazolidine-2,4-dione	"AAADccBjMAAAAAAAAAAAAAAAAAAAAWAAAAAAAAAAAAAAAAAAAAAAHgAQAAAACCjBgAQDAAPAAAAI
AAEQEAAAAAAAAAAAAACIAACAQAAAACAQAAAIFyKAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	2,4-Imidazolidinedione, 1-(1-methylethyl)-
0	93072	C(C(C(=O)O)NC(=O)N)C(=O)O	(2S)-2-(carbamoylamino)butanedioic acid	"AAADccBjOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHgAQCAAACCjBgAQBCALAAgAI
AACQGAAAAAAAAAAAAIGIAACCABgAACAEQAAGFgIQAABDAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	N-carbamoyl-L-aspartate
0	439714	C1(C(=O)NC(=O)N1)NC(=O)N	[(4S)-2,5-dioxoimidazolidin-4-yl]urea	"AAADcYBjsAAAAAAAAAAAAAAAAAAAAWAAAAAAAAAAAAAAAAAAAAAAHgAQAAAAAADBgAQBAALAAAAI
AAEQEAAAAAAAAAAAAICIAACAQAAAACAQAAAIFyIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	(S)-(+)-allantoin
0	203	C(C(=O)O)(NC(=O)N)NC(=O)N	2,2-bis(carbamoylamino)acetic acid	"AAADccBjuAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHgAQCAAAAADBgAQBCALAAgAI
AACQGAAAAAAAAAAAAICIAACCAAAAACAAAAAIBwIQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Allantoic acid
0	204	C1(C(=O)NC(=O)N1)NC(=O)N	(2,5-dioxoimidazolidin-4-yl)urea	"AAADcYBjsAAAAAAAAAAAAAAAAAAAAWAAAAAAAAAAAAAAAAAAAAAAHgAQAAAAAADBgAQBAALAAAAI
AAEQEAAAAAAAAAAAAICIAACAQAAAACAQAAAIFyIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Allantoin
0	5479529	CON=C(C1=CC=CO1)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O	(6R,7R)-3-(carbamoyloxymethyl)-7-[[(2Z)-2-(furan-2-yl)-2-methoxyiminoacetyl]amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	"AAADceB7vABAAAAAAAAAAAAAAABYASAAAAAgAAAAAAAQAAABgAAAHgQUCAAADCzl0AayDIPQBkio
A63y2AQCCABkIBAIiIGuCNkOZr6stTueGSCm9hG4uYeYSAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Cefuroxime
1	5361202	CON=C(C1=CC=CO1)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O	(6R,7R)-3-(carbamoyloxymethyl)-7-[[(2E)-2-(furan-2-yl)-2-methoxyiminoacetyl]amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	"AAADceB7vABAAAAAAAAAAAAAAABYASAAAAAgAAAAAAAQAAABgAAAHgQUCAAADCzl0AayDIPQBkio
A63y2AQCCABkIBAIiIGuCNkOZr6stTueGSCm9hG4uYeYSAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Kefurox
2	41375	CON=C(C1=CC=CO1)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O	(6R,7R)-3-(carbamoyloxymethyl)-7-[[2-(furan-2-yl)-2-methoxyiminoacetyl]amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	"AAADceB7vABAAAAAAAAAAAAAAABYASAAAAAgAAAAAAAQAAABgAAAHgQUCAAADCzl0AayDIPQBkio
A63y2AQCCABkIBAIiIGuCNkOZr6stTueGSCm9hG4uYeYSAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	(6R,7R)-3-(carbamoyloxymethyl)-7-[[2-(2-furanyl)-2-methoxyimino-1-oxoethyl]amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid
3	2659	CON=C(C1=CC=CO1)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O	3-(carbamoyloxymethyl)-7-[[2-(furan-2-yl)-2-methoxyiminoacetyl]amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	"AAADceB7vABAAAAAAAAAAAAAAABYASAAAAAgAAAAAAAQAAABgAAAHgQUCAAADCzl0AayDIPQBkio
A63y2AQCCABkIBAIiIGuCNkOZr6stTueGSCm9hG4uYeYSAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	3-(Carbamoyloxymethyl)-7-[[2-(2-furanyl)-2-methoxyimino-1-oxoethyl]amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid
4	6914282	CON=C(C1=CC=CO1)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O	(6S,7R)-3-(carbamoyloxymethyl)-7-[[(2E)-2-(furan-2-yl)-2-methoxyiminoacetyl]amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	"AAADceB7vABAAAAAAAAAAAAAAABYASAAAAAgAAAAAAAQAAABgAAAHgQUCAAADCzl0AayDIPQBkio
A63y2AQCCABkIBAIiIGuCNkOZr6stTueGSCm9hG4uYeYSAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	(6S,7R)-3-(carbamoyloxymethyl)-7-[[(2E)-2-(furan-2-yl)-2-methoxyiminoacetyl]amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid
0	441130	CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O	(4R,5S,6S)-3-[(3S,5S)-5-(dimethylcarbamoyl)pyrrolidin-3-yl]sulfanyl-6-[(1R)-1-hydroxyethyl]-4-methyl-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid	"AAADceB7OABAAAAAAAAAAAAAAABYAWIAAAAAAAAABAAAAAAAAAAAHgQQCAAADTzlwAaCCAPAAgiI
AAXQWAAAAAAgABAACIGIAEgCVB4ggCAUUAAGtgC4EQOYAQAOAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Meropenem
0	104838	CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O	(5R,6S)-3-[2-(aminomethylideneamino)ethylsulfanyl]-6-[(1R)-1-hydroxyethyl]-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid	"AAADceBzOABAAAAAAAAAAAAAAABYAQAAAAAAAAAABAAAAAAAAAAAHgQQCAAADTzlwAaDCANAAgio
AAXRfAAAAAEgABAACIGIAEgCFB4ggCAEUAAGpgC4EQOYAAAOAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Imipenem
0	5481173	CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-]	(6R,7R)-7-[[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-(2-carboxypropan-2-yloxyimino)acetyl]amino]-8-oxo-3-(pyridin-1-ium-1-ylmethyl)-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate	"AAADceB7uABgAAAAAAAAAAAAAABYAWAAAAAsQAAAAAAQAAAB4AAAHgQUCAAADGzF1gS/mZPcEgis
AzX3fAKC8KlxCjkI2LX4ZNiLZPrg1bGUcAhglgL5ySYQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Ceftazidime
1	5484131	CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-]	(6R,7R)-7-[[(2E)-2-(2-amino-1,3-thiazol-4-yl)-2-(2-carboxypropan-2-yloxyimino)acetyl]amino]-8-oxo-3-(pyridin-1-ium-1-ylmethyl)-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate	"AAADceB7uABgAAAAAAAAAAAAAABYAWAAAAAsQAAAAAAQAAAB4AAAHgQUCAAADGzF1gS/mZPcEgis
AzX3fAKC8KlxCjkI2LX4ZNiLZPrg1bGUcAhglgL5ySYQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Ceftazidime pentahydrate
2	91713	CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-]	(6R,7R)-7-[[2-(2-amino-1,3-thiazol-4-yl)-2-(2-carboxypropan-2-yloxyimino)acetyl]amino]-8-oxo-3-(pyridin-1-ium-1-ylmethyl)-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate	"AAADceB7uABgAAAAAAAAAAAAAABYAWAAAAAsQAAAAAAQAAAB4AAAHgQUCAAADGzF1gS/mZPcEgis
AzX3fAKC8KlxCjkI2LX4ZNiLZPrg1bGUcAhglgL5ySYQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	CID 91713
3	2650	CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-]	7-[[2-(2-amino-1,3-thiazol-4-yl)-2-(2-carboxypropan-2-yloxyimino)acetyl]amino]-8-oxo-3-(pyridin-1-ium-1-ylmethyl)-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate	"AAADceB7uABgAAAAAAAAAAAAAABYAWAAAAAsQAAAAAAQAAAB4AAAHgQUCAAADGzF1gS/mZPcEgis
AzX3fAKC8KlxCjkI2LX4ZNiLZPrg1bGUcAhglgL5ySYQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	7-[[2-(2-Amino-1,3-thiazol-4-yl)-2-(2-carboxypropan-2-yloxyimino)acetyl]amino]-8-oxo-3-(pyridin-1-ium-1-ylmethyl)-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate
4	44298077	CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-]	(7R)-7-[[(2E)-2-(2-amino-1,3-thiazol-4-yl)-2-(2-carboxypropan-2-yloxyimino)acetyl]amino]-8-oxo-3-(pyridin-1-ium-1-ylmethyl)-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate	"AAADceB7uABgAAAAAAAAAAAAAABYAWAAAAAsQAAAAAAQAAAB4AAAHgQUCAAADGzF1gS/mZPcEgis
AzX3fAKC8KlxCjkI2LX4ZNiLZPrg1bGUcAhglgL5ySYQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	(7R)-7-[[(2E)-2-(2-amino-1,3-thiazol-4-yl)-2-(2-carboxypropan-2-yloxyimino)acetyl]amino]-8-oxo-3-(pyridin-1-ium-1-ylmethyl)-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate
5	66509024	CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-]	(6S,7S)-7-[[(2E)-2-(2-amino-1,3-thiazol-4-yl)-2-(2-carboxypropan-2-yloxyimino)acetyl]amino]-8-oxo-3-(pyridin-1-ium-1-ylmethyl)-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate	"AAADceB7uABgAAAAAAAAAAAAAABYAWAAAAAsQAAAAAAQAAAB4AAAHgQUCAAADGzF1gS/mZPcEgis
AzX3fAKC8KlxCjkI2LX4ZNiLZPrg1bGUcAhglgL5ySYQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	(6S,7S)-7-[[(2E)-2-(2-amino-1,3-thiazol-4-yl)-2-(2-carboxypropan-2-yloxyimino)acetyl]amino]-8-oxo-3-(pyridin-1-ium-1-ylmethyl)-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate
